case,arm,model,intent,scenario,policy,trial,offer_id,gold_offer,offer_correct,decision,gold_decision,decision_correct,offer_deliverable,catalogue_offer,catalogue_undeliverable,diverges_from_catalogue
intent_hard,agent,gpt-5-nano,I2,outage,resil,0,decline,decline,1,decline,decline,1,1,r1b,1,1
intent_hard,agent,gpt-5-nano,I2,outage,resil,1,decline,decline,1,decline,decline,1,1,r1b,1,1
intent_hard,agent,gpt-5-nano,I2,outage,resil,2,decline,decline,1,decline,decline,1,1,r1b,1,1
intent_hard,agent,gpt-5-nano,I2,outage,bulk,0,decline,decline,1,decline,decline,1,1,r1a,1,1
intent_hard,agent,gpt-5-nano,I2,outage,bulk,1,decline,decline,1,decline,decline,1,1,r1a,1,1
intent_hard,agent,gpt-5-nano,I2,outage,bulk,2,decline,decline,1,decline,decline,1,1,r1a,1,1
intent_hard,agent,gpt-5-nano,I3,clear,exec,0,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,clear,exec,1,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,clear,exec,2,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,clear,resil,0,r4b,r4b,1,accept,accept,1,1,r4b,0,0
intent_hard,agent,gpt-5-nano,I3,clear,resil,1,r4b,r4b,1,accept,accept,1,1,r4b,0,0
intent_hard,agent,gpt-5-nano,I3,clear,resil,2,r4b,r4b,1,accept,accept,1,1,r4b,0,0
intent_hard,agent,gpt-5-nano,I3,clear,bulk,0,r4b,r4a,0,reject,reject,1,1,r4a,0,1
intent_hard,agent,gpt-5-nano,I3,clear,bulk,1,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,clear,bulk,2,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,constrained,exec,0,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,constrained,exec,1,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,constrained,exec,2,decline,r4a,0,decline,reject,0,1,r4a,0,1
intent_hard,agent,gpt-5-nano,I3,constrained,resil,0,r4a,r4a,1,reject,reject,1,1,r4b,1,1
intent_hard,agent,gpt-5-nano,I3,constrained,resil,1,r4a,r4a,1,reject,reject,1,1,r4b,1,1
intent_hard,agent,gpt-5-nano,I3,constrained,resil,2,r4a,r4a,1,reject,reject,1,1,r4b,1,1
intent_hard,agent,gpt-5-nano,I3,constrained,bulk,0,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,constrained,bulk,1,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,constrained,bulk,2,r4a,r4a,1,reject,reject,1,1,r4a,0,0
intent_hard,agent,gpt-5-nano,I3,outage,exec,0,decline,decline,1,decline,decline,1,1,r4a,1,1
intent_hard,agent,gpt-5-nano,I3,outage,exec,1,decline,decline,1,decline,decline,1,1,r4a,1,1
intent_hard,agent,gpt-5-nano,I3,outage,exec,2,decline,decline,1,decline,decline,1,1,r4a,1,1
intent_hard,agent,gpt-5-nano,I3,outage,resil,0,decline,decline,1,decline,decline,1,1,r4b,1,1
intent_hard,agent,gpt-5-nano,I3,outage,resil,1,decline,decline,1,decline,decline,1,1,r4b,1,1
intent_hard,agent,gpt-5-nano,I3,outage,resil,2,decline,decline,1,decline,decline,1,1,r4b,1,1
intent_hard,agent,gpt-5-nano,I3,outage,bulk,0,decline,decline,1,decline,decline,1,1,r4a,1,1
intent_hard,agent,gpt-5-nano,I3,outage,bulk,1,decline,decline,1,decline,decline,1,1,r4a,1,1
intent_hard,agent,gpt-5-nano,I3,outage,bulk,2,decline,decline,1,decline,decline,1,1,r4a,1,1
intent_hard,agent,gpt-5-nano,I7,clear,exec,0,r2b,r2b,1,reject,reject,1,1,r2b,0,0
intent_hard,agent,gpt-5-nano,I7,clear,exec,1,r2a,r2b,0,reject,reject,1,1,r2b,0,1
intent_hard,agent,gpt-5-nano,I7,clear,exec,2,r2b,r2b,1,reject,reject,1,1,r2b,0,0
intent_hard,agent,gpt-5-nano,I7,clear,resil,0,r2b,r2b,1,reject,reject,1,1,r2b,0,0
intent_hard,agent,gpt-5-nano,I7,clear,resil,1,r2b,r2b,1,reject,reject,1,1,r2b,0,0
intent_hard,agent,gpt-5-nano,I7,clear,resil,2,r2b,r2b,1,reject,reject,1,1,r2b,0,0
intent_hard,agent,gpt-5-nano,I7,clear,bulk,0,r2b,r2b,1,reject,reject,1,1,r2b,0,0
intent_hard,agent,gpt-5-nano,I7,clear,bulk,1,r2b,r2b,1,reject,reject,1,1,r2b,0,0
intent_hard,agent,gpt-5-nano,I7,clear,bulk,2,r2b,r2b,1,reject,reject,1,1,r2b,0,0
intent_hard,agent,gpt-5-nano,I7,constrained,exec,0,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,constrained,exec,1,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,constrained,exec,2,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,constrained,resil,0,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,constrained,resil,1,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,constrained,resil,2,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,constrained,bulk,0,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,constrained,bulk,1,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,constrained,bulk,2,r2a,r2a,1,reject,reject,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,exec,0,decline,decline,1,decline,decline,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,exec,1,decline,decline,1,decline,decline,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,exec,2,decline,decline,1,decline,decline,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,resil,0,decline,decline,1,decline,decline,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,resil,1,decline,decline,1,decline,decline,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,resil,2,decline,decline,1,decline,decline,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,bulk,0,decline,decline,1,decline,decline,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,bulk,1,decline,decline,1,decline,decline,1,1,r2b,1,1
intent_hard,agent,gpt-5-nano,I7,outage,bulk,2,decline,decline,1,decline,decline,1,1,r2b,1,1
