case,model,placement,cell,uses_reference,explanation,class,structure,instances,n_fields,trial,precision,recall,surviving_false_cognates,residual,reasoning_tokens,surviving_traps
config_big_hard,gpt-5-nano,both_cognitive,class+instances,False,0,1,0,1,2,5,0.8,1.0,1,1,8576,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure,False,0,1,1,0,2,0,0.833,0.833,1,7,5824,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure,False,0,1,1,0,2,1,0.833,0.833,1,7,7936,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure,False,0,1,1,0,2,2,0.917,0.917,1,7,8000,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure,False,0,1,1,0,2,3,1.0,0.833,0,11,6784,
config_big_hard,gpt-5-nano,both_cognitive,class+structure,False,0,1,1,0,2,4,0.917,0.917,0,7,6464,
config_big_hard,gpt-5-nano,both_cognitive,class+structure,False,0,1,1,0,2,5,0.8,1.0,1,1,7552,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure+instances,False,0,1,1,1,3,0,0.909,0.833,0,9,6592,
config_big_hard,gpt-5-nano,both_cognitive,class+structure+instances,False,0,1,1,1,3,1,0.857,1.0,1,3,7680,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure+instances,False,0,1,1,1,3,2,0.818,0.75,1,9,5312,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure+instances,False,0,1,1,1,3,3,0.923,1.0,1,5,7104,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure+instances,False,0,1,1,1,3,4,0.818,0.75,1,9,6784,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,class+structure+instances,False,0,1,1,1,3,5,0.857,1.0,1,3,7808,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation,False,1,0,0,0,1,0,0.909,0.833,1,9,5632,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation,False,1,0,0,0,1,1,0.733,0.917,1,1,8256,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation,False,1,0,0,0,1,2,1.0,0.917,0,9,4544,
config_big_hard,gpt-5-nano,both_cognitive,explanation,False,1,0,0,0,1,3,1.0,0.917,0,9,5504,
config_big_hard,gpt-5-nano,both_cognitive,explanation,False,1,0,0,0,1,4,0.786,0.917,1,4,6208,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation,False,1,0,0,0,1,5,0.917,0.917,1,7,7168,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+instances,False,1,0,0,1,2,0,0.733,0.917,1,2,4352,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+instances,False,1,0,0,1,2,1,1.0,0.75,0,13,3520,
config_big_hard,gpt-5-nano,both_cognitive,explanation+instances,False,1,0,0,1,2,2,1.0,0.667,0,15,6144,
config_big_hard,gpt-5-nano,both_cognitive,explanation+instances,False,1,0,0,1,2,3,0.786,0.917,1,4,5376,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+instances,False,1,0,0,1,2,4,1.0,0.75,0,13,6400,
config_big_hard,gpt-5-nano,both_cognitive,explanation+instances,False,1,0,0,1,2,5,0.769,0.833,1,5,5952,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure,False,1,0,1,0,2,0,1.0,0.917,0,9,5376,
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure,False,1,0,1,0,2,1,1.0,0.917,0,9,6528,
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure,False,1,0,1,0,2,2,0.9,0.75,1,11,5696,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure,False,1,0,1,0,2,3,0.917,0.917,1,7,6592,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure,False,1,0,1,0,2,4,1.0,0.833,0,11,7360,
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure,False,1,0,1,0,2,5,1.0,0.917,0,9,4800,
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure+instances,False,1,0,1,1,3,0,1.0,0.833,0,11,5312,
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure+instances,False,1,0,1,1,3,1,1.0,0.917,0,9,6144,
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure+instances,False,1,0,1,1,3,2,0.909,0.833,1,9,5824,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure+instances,False,1,0,1,1,3,3,0.917,0.917,1,7,5760,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure+instances,False,1,0,1,1,3,4,0.889,0.667,1,13,4800,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+structure+instances,False,1,0,1,1,3,5,1.0,0.75,0,13,7360,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class,False,1,1,0,0,2,0,1.0,0.917,0,9,5120,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class,False,1,1,0,0,2,1,1.0,1.0,0,7,6208,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class,False,1,1,0,0,2,2,1.0,1.0,0,7,8384,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class,False,1,1,0,0,2,3,1.0,0.917,0,9,6144,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class,False,1,1,0,0,2,4,0.909,0.833,0,9,5056,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class,False,1,1,0,0,2,5,0.923,1.0,1,5,4992,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+instances,False,1,1,0,1,3,0,0.923,1.0,1,5,4352,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+instances,False,1,1,0,1,3,1,1.0,0.917,0,9,7168,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+instances,False,1,1,0,1,3,2,0.923,1.0,0,5,5696,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+instances,False,1,1,0,1,3,3,1.0,0.917,0,9,5888,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+instances,False,1,1,0,1,3,4,0.923,1.0,1,5,4800,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+instances,False,1,1,0,1,3,5,0.923,1.0,0,5,4608,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure,False,1,1,1,0,3,0,1.0,0.833,0,11,5632,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure,False,1,1,1,0,3,1,0.857,1.0,1,3,6720,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure,False,1,1,1,0,3,2,0.857,1.0,1,3,5440,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure,False,1,1,1,0,3,3,0.846,0.917,1,5,4928,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure,False,1,1,1,0,3,4,1.0,0.833,0,11,6080,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure,False,1,1,1,0,3,5,0.833,0.833,1,7,5376,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure+instances,False,1,1,1,1,4,0,0.846,0.917,1,5,6464,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure+instances,False,1,1,1,1,4,1,0.917,0.917,0,7,6592,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure+instances,False,1,1,1,1,4,2,0.9,0.75,1,11,5696,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure+instances,False,1,1,1,1,4,3,0.923,1.0,1,5,5376,t.sgrade~i.sclass
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure+instances,False,1,1,1,1,4,4,0.923,1.0,0,5,6976,
config_big_hard,gpt-5-nano,both_cognitive,explanation+class+structure+instances,False,1,1,1,1,4,5,0.857,1.0,1,3,6528,t.sgrade~i.sclass
